start_utc,end_utc,start_berlin,end_berlin,price_eur_per_mwh,market,bidding_zone,source
2024-11-14 14:00:00+00:00,2024-11-14 15:00:00+00:00,2024-11-14 15:00:00+01:00,2024-11-14 16:00:00+01:00,142.18,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 15:00:00+00:00,2024-11-14 16:00:00+00:00,2024-11-14 16:00:00+01:00,2024-11-14 17:00:00+01:00,147.41,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 16:00:00+00:00,2024-11-14 17:00:00+00:00,2024-11-14 17:00:00+01:00,2024-11-14 18:00:00+01:00,155.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 17:00:00+00:00,2024-11-14 18:00:00+00:00,2024-11-14 18:00:00+01:00,2024-11-14 19:00:00+01:00,154.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 18:00:00+00:00,2024-11-14 19:00:00+00:00,2024-11-14 19:00:00+01:00,2024-11-14 20:00:00+01:00,148.29,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 19:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 20:00:00+01:00,2024-11-14 21:00:00+01:00,138.58,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2024-11-14 21:00:00+01:00,2024-11-14 22:00:00+01:00,129.44,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 21:00:00+00:00,2024-11-14 22:00:00+00:00,2024-11-14 22:00:00+01:00,2024-11-14 23:00:00+01:00,122.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 22:00:00+00:00,2024-11-14 23:00:00+00:00,2024-11-14 23:00:00+01:00,2024-11-15 00:00:00+01:00,112.48,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-14 23:00:00+00:00,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+01:00,2024-11-15 01:00:00+01:00,110.44,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 00:00:00+00:00,2024-11-15 01:00:00+00:00,2024-11-15 01:00:00+01:00,2024-11-15 02:00:00+01:00,106.71,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 01:00:00+00:00,2024-11-15 02:00:00+00:00,2024-11-15 02:00:00+01:00,2024-11-15 03:00:00+01:00,107.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 02:00:00+00:00,2024-11-15 03:00:00+00:00,2024-11-15 03:00:00+01:00,2024-11-15 04:00:00+01:00,103.62,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 03:00:00+00:00,2024-11-15 04:00:00+00:00,2024-11-15 04:00:00+01:00,2024-11-15 05:00:00+01:00,104.42,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 04:00:00+00:00,2024-11-15 05:00:00+00:00,2024-11-15 05:00:00+01:00,2024-11-15 06:00:00+01:00,108.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 05:00:00+00:00,2024-11-15 06:00:00+00:00,2024-11-15 06:00:00+01:00,2024-11-15 07:00:00+01:00,129.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 06:00:00+00:00,2024-11-15 07:00:00+00:00,2024-11-15 07:00:00+01:00,2024-11-15 08:00:00+01:00,144.16,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 07:00:00+00:00,2024-11-15 08:00:00+00:00,2024-11-15 08:00:00+01:00,2024-11-15 09:00:00+01:00,157.77,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 08:00:00+00:00,2024-11-15 09:00:00+00:00,2024-11-15 09:00:00+01:00,2024-11-15 10:00:00+01:00,150.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 09:00:00+00:00,2024-11-15 10:00:00+00:00,2024-11-15 10:00:00+01:00,2024-11-15 11:00:00+01:00,138.84,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 10:00:00+00:00,2024-11-15 11:00:00+00:00,2024-11-15 11:00:00+01:00,2024-11-15 12:00:00+01:00,135.08,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 11:00:00+00:00,2024-11-15 12:00:00+00:00,2024-11-15 12:00:00+01:00,2024-11-15 13:00:00+01:00,121.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 12:00:00+00:00,2024-11-15 13:00:00+00:00,2024-11-15 13:00:00+01:00,2024-11-15 14:00:00+01:00,121.8,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 13:00:00+00:00,2024-11-15 14:00:00+00:00,2024-11-15 14:00:00+01:00,2024-11-15 15:00:00+01:00,131.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 14:00:00+00:00,2024-11-15 15:00:00+00:00,2024-11-15 15:00:00+01:00,2024-11-15 16:00:00+01:00,141.75,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 15:00:00+00:00,2024-11-15 16:00:00+00:00,2024-11-15 16:00:00+01:00,2024-11-15 17:00:00+01:00,133.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 16:00:00+00:00,2024-11-15 17:00:00+00:00,2024-11-15 17:00:00+01:00,2024-11-15 18:00:00+01:00,136.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 17:00:00+00:00,2024-11-15 18:00:00+00:00,2024-11-15 18:00:00+01:00,2024-11-15 19:00:00+01:00,134.77,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 19:00:00+01:00,2024-11-15 20:00:00+01:00,128.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 20:00:00+01:00,2024-11-15 21:00:00+01:00,115.73,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 21:00:00+01:00,2024-11-15 22:00:00+01:00,110.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 22:00:00+01:00,2024-11-15 23:00:00+01:00,108.19,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-15 23:00:00+01:00,2024-11-16 00:00:00+01:00,98.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-15 23:00:00+00:00,2024-11-16 00:00:00+00:00,2024-11-16 00:00:00+01:00,2024-11-16 01:00:00+01:00,101.92,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 00:00:00+00:00,2024-11-16 01:00:00+00:00,2024-11-16 01:00:00+01:00,2024-11-16 02:00:00+01:00,95.43,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 01:00:00+00:00,2024-11-16 02:00:00+00:00,2024-11-16 02:00:00+01:00,2024-11-16 03:00:00+01:00,89.87,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 02:00:00+00:00,2024-11-16 03:00:00+00:00,2024-11-16 03:00:00+01:00,2024-11-16 04:00:00+01:00,86.57,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 03:00:00+00:00,2024-11-16 04:00:00+00:00,2024-11-16 04:00:00+01:00,2024-11-16 05:00:00+01:00,88.81,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 04:00:00+00:00,2024-11-16 05:00:00+00:00,2024-11-16 05:00:00+01:00,2024-11-16 06:00:00+01:00,86.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 05:00:00+00:00,2024-11-16 06:00:00+00:00,2024-11-16 06:00:00+01:00,2024-11-16 07:00:00+01:00,73.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 06:00:00+00:00,2024-11-16 07:00:00+00:00,2024-11-16 07:00:00+01:00,2024-11-16 08:00:00+01:00,90.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 07:00:00+00:00,2024-11-16 08:00:00+00:00,2024-11-16 08:00:00+01:00,2024-11-16 09:00:00+01:00,104.75,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 08:00:00+00:00,2024-11-16 09:00:00+00:00,2024-11-16 09:00:00+01:00,2024-11-16 10:00:00+01:00,109.77,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 09:00:00+00:00,2024-11-16 10:00:00+00:00,2024-11-16 10:00:00+01:00,2024-11-16 11:00:00+01:00,107.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 10:00:00+00:00,2024-11-16 11:00:00+00:00,2024-11-16 11:00:00+01:00,2024-11-16 12:00:00+01:00,99.03,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 11:00:00+00:00,2024-11-16 12:00:00+00:00,2024-11-16 12:00:00+01:00,2024-11-16 13:00:00+01:00,96.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 12:00:00+00:00,2024-11-16 13:00:00+00:00,2024-11-16 13:00:00+01:00,2024-11-16 14:00:00+01:00,96.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 13:00:00+00:00,2024-11-16 14:00:00+00:00,2024-11-16 14:00:00+01:00,2024-11-16 15:00:00+01:00,93.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 14:00:00+00:00,2024-11-16 15:00:00+00:00,2024-11-16 15:00:00+01:00,2024-11-16 16:00:00+01:00,100.22,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 15:00:00+00:00,2024-11-16 16:00:00+00:00,2024-11-16 16:00:00+01:00,2024-11-16 17:00:00+01:00,108.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 16:00:00+00:00,2024-11-16 17:00:00+00:00,2024-11-16 17:00:00+01:00,2024-11-16 18:00:00+01:00,118.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 17:00:00+00:00,2024-11-16 18:00:00+00:00,2024-11-16 18:00:00+01:00,2024-11-16 19:00:00+01:00,114.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 18:00:00+00:00,2024-11-16 19:00:00+00:00,2024-11-16 19:00:00+01:00,2024-11-16 20:00:00+01:00,104.18,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 19:00:00+00:00,2024-11-16 20:00:00+00:00,2024-11-16 20:00:00+01:00,2024-11-16 21:00:00+01:00,82.67,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 20:00:00+00:00,2024-11-16 21:00:00+00:00,2024-11-16 21:00:00+01:00,2024-11-16 22:00:00+01:00,72.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 21:00:00+00:00,2024-11-16 22:00:00+00:00,2024-11-16 22:00:00+01:00,2024-11-16 23:00:00+01:00,73.83,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 22:00:00+00:00,2024-11-16 23:00:00+00:00,2024-11-16 23:00:00+01:00,2024-11-17 00:00:00+01:00,65.67,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-16 23:00:00+00:00,2024-11-17 00:00:00+00:00,2024-11-17 00:00:00+01:00,2024-11-17 01:00:00+01:00,80.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 00:00:00+00:00,2024-11-17 01:00:00+00:00,2024-11-17 01:00:00+01:00,2024-11-17 02:00:00+01:00,69.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 01:00:00+00:00,2024-11-17 02:00:00+00:00,2024-11-17 02:00:00+01:00,2024-11-17 03:00:00+01:00,72.48,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 02:00:00+00:00,2024-11-17 03:00:00+00:00,2024-11-17 03:00:00+01:00,2024-11-17 04:00:00+01:00,58.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 03:00:00+00:00,2024-11-17 04:00:00+00:00,2024-11-17 04:00:00+01:00,2024-11-17 05:00:00+01:00,42.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 04:00:00+00:00,2024-11-17 05:00:00+00:00,2024-11-17 05:00:00+01:00,2024-11-17 06:00:00+01:00,34.81,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 05:00:00+00:00,2024-11-17 06:00:00+00:00,2024-11-17 06:00:00+01:00,2024-11-17 07:00:00+01:00,42.36,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 06:00:00+00:00,2024-11-17 07:00:00+00:00,2024-11-17 07:00:00+01:00,2024-11-17 08:00:00+01:00,60.69,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 07:00:00+00:00,2024-11-17 08:00:00+00:00,2024-11-17 08:00:00+01:00,2024-11-17 09:00:00+01:00,64.8,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 08:00:00+00:00,2024-11-17 09:00:00+00:00,2024-11-17 09:00:00+01:00,2024-11-17 10:00:00+01:00,65.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 09:00:00+00:00,2024-11-17 10:00:00+00:00,2024-11-17 10:00:00+01:00,2024-11-17 11:00:00+01:00,68.3,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 10:00:00+00:00,2024-11-17 11:00:00+00:00,2024-11-17 11:00:00+01:00,2024-11-17 12:00:00+01:00,64.79,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 11:00:00+00:00,2024-11-17 12:00:00+00:00,2024-11-17 12:00:00+01:00,2024-11-17 13:00:00+01:00,54.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 12:00:00+00:00,2024-11-17 13:00:00+00:00,2024-11-17 13:00:00+01:00,2024-11-17 14:00:00+01:00,46.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 13:00:00+00:00,2024-11-17 14:00:00+00:00,2024-11-17 14:00:00+01:00,2024-11-17 15:00:00+01:00,61.25,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 14:00:00+00:00,2024-11-17 15:00:00+00:00,2024-11-17 15:00:00+01:00,2024-11-17 16:00:00+01:00,64.8,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 15:00:00+00:00,2024-11-17 16:00:00+00:00,2024-11-17 16:00:00+01:00,2024-11-17 17:00:00+01:00,70.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 16:00:00+00:00,2024-11-17 17:00:00+00:00,2024-11-17 17:00:00+01:00,2024-11-17 18:00:00+01:00,102.84,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 17:00:00+00:00,2024-11-17 18:00:00+00:00,2024-11-17 18:00:00+01:00,2024-11-17 19:00:00+01:00,80.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 18:00:00+00:00,2024-11-17 19:00:00+00:00,2024-11-17 19:00:00+01:00,2024-11-17 20:00:00+01:00,65.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 19:00:00+00:00,2024-11-17 20:00:00+00:00,2024-11-17 20:00:00+01:00,2024-11-17 21:00:00+01:00,57.41,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 20:00:00+00:00,2024-11-17 21:00:00+00:00,2024-11-17 21:00:00+01:00,2024-11-17 22:00:00+01:00,64.79,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 21:00:00+00:00,2024-11-17 22:00:00+00:00,2024-11-17 22:00:00+01:00,2024-11-17 23:00:00+01:00,68.76,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 22:00:00+00:00,2024-11-17 23:00:00+00:00,2024-11-17 23:00:00+01:00,2024-11-18 00:00:00+01:00,62.02,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-17 23:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-18 00:00:00+01:00,2024-11-18 01:00:00+01:00,65.42,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 00:00:00+00:00,2024-11-18 01:00:00+00:00,2024-11-18 01:00:00+01:00,2024-11-18 02:00:00+01:00,64.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 01:00:00+00:00,2024-11-18 02:00:00+00:00,2024-11-18 02:00:00+01:00,2024-11-18 03:00:00+01:00,59.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 02:00:00+00:00,2024-11-18 03:00:00+00:00,2024-11-18 03:00:00+01:00,2024-11-18 04:00:00+01:00,42.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 03:00:00+00:00,2024-11-18 04:00:00+00:00,2024-11-18 04:00:00+01:00,2024-11-18 05:00:00+01:00,58.17,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 04:00:00+00:00,2024-11-18 05:00:00+00:00,2024-11-18 05:00:00+01:00,2024-11-18 06:00:00+01:00,74.23,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 05:00:00+00:00,2024-11-18 06:00:00+00:00,2024-11-18 06:00:00+01:00,2024-11-18 07:00:00+01:00,95.55,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 06:00:00+00:00,2024-11-18 07:00:00+00:00,2024-11-18 07:00:00+01:00,2024-11-18 08:00:00+01:00,121.66,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 07:00:00+00:00,2024-11-18 08:00:00+00:00,2024-11-18 08:00:00+01:00,2024-11-18 09:00:00+01:00,121.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 08:00:00+00:00,2024-11-18 09:00:00+00:00,2024-11-18 09:00:00+01:00,2024-11-18 10:00:00+01:00,119.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 09:00:00+00:00,2024-11-18 10:00:00+00:00,2024-11-18 10:00:00+01:00,2024-11-18 11:00:00+01:00,111.51,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 10:00:00+00:00,2024-11-18 11:00:00+00:00,2024-11-18 11:00:00+01:00,2024-11-18 12:00:00+01:00,92.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 11:00:00+00:00,2024-11-18 12:00:00+00:00,2024-11-18 12:00:00+01:00,2024-11-18 13:00:00+01:00,79.5,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 12:00:00+00:00,2024-11-18 13:00:00+00:00,2024-11-18 13:00:00+01:00,2024-11-18 14:00:00+01:00,94.13,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 13:00:00+00:00,2024-11-18 14:00:00+00:00,2024-11-18 14:00:00+01:00,2024-11-18 15:00:00+01:00,109.52,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 14:00:00+00:00,2024-11-18 15:00:00+00:00,2024-11-18 15:00:00+01:00,2024-11-18 16:00:00+01:00,119.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 15:00:00+00:00,2024-11-18 16:00:00+00:00,2024-11-18 16:00:00+01:00,2024-11-18 17:00:00+01:00,132.48,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 16:00:00+00:00,2024-11-18 17:00:00+00:00,2024-11-18 17:00:00+01:00,2024-11-18 18:00:00+01:00,159.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 17:00:00+00:00,2024-11-18 18:00:00+00:00,2024-11-18 18:00:00+01:00,2024-11-18 19:00:00+01:00,161.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 18:00:00+00:00,2024-11-18 19:00:00+00:00,2024-11-18 19:00:00+01:00,2024-11-18 20:00:00+01:00,152.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 19:00:00+00:00,2024-11-18 20:00:00+00:00,2024-11-18 20:00:00+01:00,2024-11-18 21:00:00+01:00,128.94,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 20:00:00+00:00,2024-11-18 21:00:00+00:00,2024-11-18 21:00:00+01:00,2024-11-18 22:00:00+01:00,117.62,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 21:00:00+00:00,2024-11-18 22:00:00+00:00,2024-11-18 22:00:00+01:00,2024-11-18 23:00:00+01:00,116.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 22:00:00+00:00,2024-11-18 23:00:00+00:00,2024-11-18 23:00:00+01:00,2024-11-19 00:00:00+01:00,108.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-18 23:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+01:00,2024-11-19 01:00:00+01:00,107.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 00:00:00+00:00,2024-11-19 01:00:00+00:00,2024-11-19 01:00:00+01:00,2024-11-19 02:00:00+01:00,101.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 01:00:00+00:00,2024-11-19 02:00:00+00:00,2024-11-19 02:00:00+01:00,2024-11-19 03:00:00+01:00,95.58,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 02:00:00+00:00,2024-11-19 03:00:00+00:00,2024-11-19 03:00:00+01:00,2024-11-19 04:00:00+01:00,91.73,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 03:00:00+00:00,2024-11-19 04:00:00+00:00,2024-11-19 04:00:00+01:00,2024-11-19 05:00:00+01:00,95.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 04:00:00+00:00,2024-11-19 05:00:00+00:00,2024-11-19 05:00:00+01:00,2024-11-19 06:00:00+01:00,98.73,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 05:00:00+00:00,2024-11-19 06:00:00+00:00,2024-11-19 06:00:00+01:00,2024-11-19 07:00:00+01:00,116.27,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 06:00:00+00:00,2024-11-19 07:00:00+00:00,2024-11-19 07:00:00+01:00,2024-11-19 08:00:00+01:00,131.59,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 07:00:00+00:00,2024-11-19 08:00:00+00:00,2024-11-19 08:00:00+01:00,2024-11-19 09:00:00+01:00,155.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 08:00:00+00:00,2024-11-19 09:00:00+00:00,2024-11-19 09:00:00+01:00,2024-11-19 10:00:00+01:00,157.57,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 09:00:00+00:00,2024-11-19 10:00:00+00:00,2024-11-19 10:00:00+01:00,2024-11-19 11:00:00+01:00,156.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 10:00:00+00:00,2024-11-19 11:00:00+00:00,2024-11-19 11:00:00+01:00,2024-11-19 12:00:00+01:00,152.81,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 11:00:00+00:00,2024-11-19 12:00:00+00:00,2024-11-19 12:00:00+01:00,2024-11-19 13:00:00+01:00,148.19,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 12:00:00+00:00,2024-11-19 13:00:00+00:00,2024-11-19 13:00:00+01:00,2024-11-19 14:00:00+01:00,144.14,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 13:00:00+00:00,2024-11-19 14:00:00+00:00,2024-11-19 14:00:00+01:00,2024-11-19 15:00:00+01:00,140.15,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 14:00:00+00:00,2024-11-19 15:00:00+00:00,2024-11-19 15:00:00+01:00,2024-11-19 16:00:00+01:00,128.78,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 15:00:00+00:00,2024-11-19 16:00:00+00:00,2024-11-19 16:00:00+01:00,2024-11-19 17:00:00+01:00,132.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 16:00:00+00:00,2024-11-19 17:00:00+00:00,2024-11-19 17:00:00+01:00,2024-11-19 18:00:00+01:00,140.19,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 17:00:00+00:00,2024-11-19 18:00:00+00:00,2024-11-19 18:00:00+01:00,2024-11-19 19:00:00+01:00,134.65,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 18:00:00+00:00,2024-11-19 19:00:00+00:00,2024-11-19 19:00:00+01:00,2024-11-19 20:00:00+01:00,125.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 19:00:00+00:00,2024-11-19 20:00:00+00:00,2024-11-19 20:00:00+01:00,2024-11-19 21:00:00+01:00,117.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 20:00:00+00:00,2024-11-19 21:00:00+00:00,2024-11-19 21:00:00+01:00,2024-11-19 22:00:00+01:00,109.37,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 21:00:00+00:00,2024-11-19 22:00:00+00:00,2024-11-19 22:00:00+01:00,2024-11-19 23:00:00+01:00,105.25,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 22:00:00+00:00,2024-11-19 23:00:00+00:00,2024-11-19 23:00:00+01:00,2024-11-20 00:00:00+01:00,89.84,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-19 23:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-20 00:00:00+01:00,2024-11-20 01:00:00+01:00,100.14,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 00:00:00+00:00,2024-11-20 01:00:00+00:00,2024-11-20 01:00:00+01:00,2024-11-20 02:00:00+01:00,92.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 01:00:00+00:00,2024-11-20 02:00:00+00:00,2024-11-20 02:00:00+01:00,2024-11-20 03:00:00+01:00,86.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 02:00:00+00:00,2024-11-20 03:00:00+00:00,2024-11-20 03:00:00+01:00,2024-11-20 04:00:00+01:00,81.52,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 03:00:00+00:00,2024-11-20 04:00:00+00:00,2024-11-20 04:00:00+01:00,2024-11-20 05:00:00+01:00,81.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 04:00:00+00:00,2024-11-20 05:00:00+00:00,2024-11-20 05:00:00+01:00,2024-11-20 06:00:00+01:00,93.29,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 05:00:00+00:00,2024-11-20 06:00:00+00:00,2024-11-20 06:00:00+01:00,2024-11-20 07:00:00+01:00,107.55,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 06:00:00+00:00,2024-11-20 07:00:00+00:00,2024-11-20 07:00:00+01:00,2024-11-20 08:00:00+01:00,135.62,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 07:00:00+00:00,2024-11-20 08:00:00+00:00,2024-11-20 08:00:00+01:00,2024-11-20 09:00:00+01:00,142.87,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 08:00:00+00:00,2024-11-20 09:00:00+00:00,2024-11-20 09:00:00+01:00,2024-11-20 10:00:00+01:00,140.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 09:00:00+00:00,2024-11-20 10:00:00+00:00,2024-11-20 10:00:00+01:00,2024-11-20 11:00:00+01:00,120.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 10:00:00+00:00,2024-11-20 11:00:00+00:00,2024-11-20 11:00:00+01:00,2024-11-20 12:00:00+01:00,107.77,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 11:00:00+00:00,2024-11-20 12:00:00+00:00,2024-11-20 12:00:00+01:00,2024-11-20 13:00:00+01:00,97.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-11-20 12:00:00+00:00,2024-11-20 13:00:00+00:00,2024-11-20 13:00:00+01:00,2024-11-20 14:00:00+01:00,97.36,Day-ahead auction,Germany/Luxembourg,SMARD
